Trial name,Date,Treatment,Replication,PDI_SB,PDI_PB,PDI_AN
Trial 7,05.12.2023,T1,R3,22,6,50
Trial 7,05.12.2023,T2,R1,28,6,52
Trial 7,05.12.2023,T2,R2,16,8,42
Trial 7,05.12.2023,T2,R3,22,6,50
Trial 7,05.12.2023,T3,R1,20,4,44
Trial 7,05.12.2023,T3,R2,24,6,40
Trial 7,05.12.2023,T3,R3,14,6,48
Trial 7,05.12.2023,T4,R1,22,8,50
Trial 7,05.12.2023,T4,R2,24,10,48
Trial 7,05.12.2023,T4,R3,16,8,56
Trial 7,05.12.2023,T5,R1,20,4,46
Trial 7,05.12.2023,T5,R2,20,6,44
Trial 7,05.12.2023,T5,R3,20,6,46
Trial 7,07.11.2023,T1,R1,0,0,14
Trial 7,07.11.2023,T1,R2,0,0,14
Trial 7,07.11.2023,T1,R3,0,0,18
Trial 7,07.11.2023,T3,R1,0,0,14
Trial 7,07.11.2023,T3,R2,0,0,14
Trial 7,07.11.2023,T3,R3,0,0,18
Trial 7,07.11.2023,T4,R1,0,0,16
Trial 7,07.11.2023,T5,R1,0,0,14
Trial 7,07.11.2023,T5,R3,0,0,14
Trial 7,08.12.2023,T1,R1,26,4,48
Trial 7,08.12.2023,T1,R2,36,10,48
Trial 7,08.12.2023,T1,R3,30,8,52
Trial 7,08.12.2023,T2,R1,30,6,54
Trial 7,08.12.2023,T2,R2,34,12,50
Trial 7,08.12.2023,T2,R3,28,10,50
Trial 7,08.12.2023,T3,R1,28,6,48
Trial 7,08.12.2023,T3,R2,30,12,42
Trial 7,08.12.2023,T3,R3,22,6,52
Trial 7,08.12.2023,T4,R1,36,16,52
Trial 7,08.12.2023,T4,R2,28,10,50
Trial 7,08.12.2023,T4,R3,22,10,60
Trial 7,08.12.2023,T5,R1,38,6,50
Trial 7,08.12.2023,T5,R2,28,8,46
Trial 7,08.12.2023,T5,R3,24,6,48
Trial 7,10.11.2023,T1,R1,0,0,22
Trial 7,10.11.2023,T1,R2,0,0,20
Trial 7,10.11.2023,T1,R3,0,0,24
Trial 7,10.11.2023,T2,R1,0,0,26
Trial 7,10.11.2023,T2,R2,0,0,20
Trial 7,10.11.2023,T2,R3,0,0,28
Trial 7,10.11.2023,T3,R1,0,0,26
Trial 7,10.11.2023,T3,R2,0,0,22
Trial 7,10.11.2023,T3,R3,0,0,28
Trial 7,10.11.2023,T4,R1,0,0,28
Trial 7,10.11.2023,T4,R2,0,0,20
Trial 7,10.11.2023,T4,R3,0,0,30
Trial 7,10.11.2023,T5,R1,0,0,22
Trial 7,10.11.2023,T5,R2,0,0,24
Trial 7,10.11.2023,T5,R3,0,0,30
Trial 7,12.12.2023,T1,R1,28,6,48
Trial 7,12.12.2023,T1,R2,36,12,48
Trial 7,12.12.2023,T1,R3,34,8,52
Trial 7,12.12.2023,T2,R1,28,8,56
Trial 7,12.12.2023,T2,R2,36,16,52
Trial 7,12.12.2023,T2,R3,32,12,52
Trial 7,12.12.2023,T3,R1,30,12,48
Trial 7,12.12.2023,T3,R2,30,14,46
Trial 7,12.12.2023,T3,R3,24,14,50
Trial 7,12.12.2023,T4,R1,38,16,60
Trial 7,12.12.2023,T4,R2,32,12,46
Trial 7,12.12.2023,T4,R3,26,12,60
Trial 7,12.12.2023,T5,R1,40,8,50
Trial 7,12.12.2023,T5,R2,28,10,46
Trial 7,12.12.2023,T5,R3,26,10,48
Trial 7,15.12.2023,T1,R1,28,8,50
Trial 7,15.12.2023,T1,R2,36,14,50
Trial 7,15.12.2023,T1,R3,34,10,54
Trial 7,15.12.2023,T2,R1,34,8,58
Trial 7,15.12.2023,T2,R2,40,16,54
Trial 7,15.12.2023,T2,R3,34,12,52
Trial 7,15.12.2023,T3,R1,32,20,48
Trial 7,15.12.2023,T3,R2,30,14,46
Trial 7,15.12.2023,T3,R3,30,14,54
Trial 7,15.12.2023,T4,R1,40,16,62
Trial 7,15.12.2023,T4,R2,34,12,52
Trial 7,15.12.2023,T4,R3,32,14,60
Trial 7,15.12.2023,T5,R1,40,10,50
Trial 7,15.12.2023,T5,R2,30,12,48
Trial 7,15.12.2023,T5,R3,32,10,50
Trial 7,17.11.2023,T1,R1,0,0,26
Trial 7,17.11.2023,T1,R2,0,0,44
Trial 7,17.11.2023,T1,R3,0,0,30
Trial 7,17.11.2023,T2,R1,0,0,30
Trial 7,17.11.2023,T2,R2,0,0,32
Trial 7,17.11.2023,T2,R3,0,0,34
Trial 7,17.11.2023,T3,R1,0,0,32
Trial 7,17.11.2023,T3,R2,0,0,34
Trial 7,17.11.2023,T3,R3,0,0,36
Trial 7,17.11.2023,T4,R1,0,0,30
Trial 7,17.11.2023,T4,R2,0,0,42
Trial 7,17.11.2023,T4,R3,0,0,28
Trial 7,17.11.2023,T5,R1,0,0,30
Trial 7,17.11.2023,T5,R2,0,0,32
Trial 7,17.11.2023,T5,R3,0,0,32
Trial 7,19.12.2023,T1,R1,28,8,52
Trial 7,19.12.2023,T1,R2,36,14,48
Trial 7,19.12.2023,T1,R3,36,12,56
Trial 7,19.12.2023,T2,R1,36,10,62
Trial 7,19.12.2023,T2,R2,40,16,54
Trial 7,19.12.2023,T2,R3,34,12,52
Trial 7,19.12.2023,T3,R1,34,14,50
Trial 7,19.12.2023,T3,R2,32,16,46
Trial 7,19.12.2023,T3,R3,36,14,56
Trial 7,19.12.2023,T4,R1,44,16,66
Trial 7,19.12.2023,T4,R2,38,16,54
Trial 7,19.12.2023,T4,R3,36,14,64
Trial 7,19.12.2023,T5,R1,40,10,50
Trial 7,19.12.2023,T5,R2,32,12,50
Trial 7,19.12.2023,T5,R3,36,10,52
Trial 7,21.11.2023,T1,R1,0,0,30
Trial 7,21.11.2023,T1,R2,10,0,36
Trial 7,21.11.2023,T1,R3,0,0,46
Trial 7,21.11.2023,T2,R1,0,0,42
Trial 7,21.11.2023,T2,R2,4,2,40
Trial 7,21.11.2023,T2,R3,4,2,44
Trial 7,21.11.2023,T3,R1,0,0,38
Trial 7,21.11.2023,T3,R2,0,0,38
Trial 7,21.11.2023,T3,R3,4,0,46
Trial 7,21.11.2023,T4,R1,4,2,46
Trial 7,21.11.2023,T4,R2,4,2,48
Trial 7,21.11.2023,T4,R3,6,4,50
Trial 7,21.11.2023,T5,R1,4,2,46
Trial 7,21.11.2023,T5,R2,0,0,36
Trial 7,21.11.2023,T5,R3,0,0,34
Trial 7,22.12.2023,T1,R1,32,10,50
Trial 7,22.12.2023,T1,R2,40,16,54
Trial 7,22.12.2023,T1,R3,40,14,58
Trial 7,22.12.2023,T2,R1,40,12,60
Trial 7,22.12.2023,T2,R2,44,16,56
Trial 7,22.12.2023,T2,R3,38,14,54
Trial 7,22.12.2023,T3,R1,36,14,50
Trial 7,22.12.2023,T3,R2,32,16,46
Trial 7,22.12.2023,T3,R3,36,14,60
Trial 7,22.12.2023,T4,R1,46,16,68
Trial 7,22.12.2023,T4,R2,40,16,56
Trial 7,22.12.2023,T4,R3,40,14,66
Trial 7,22.12.2023,T5,R1,40,12,50
Trial 7,22.12.2023,T5,R2,36,12,50
Trial 7,22.12.2023,T5,R3,36,12,54
Trial 7,24.11.2023,T1,R1,6,0,32
Trial 7,24.11.2023,T1,R2,8,6,42
Trial 7,24.11.2023,T1,R3,8,0,40
Trial 7,24.11.2023,T2,R1,14,2,46
Trial 7,24.11.2023,T2,R2,10,4,36
Trial 7,24.11.2023,T2,R3,14,8,44
Trial 7,24.11.2023,T3,R1,6,0,40
Trial 7,24.11.2023,T3,R2,8,0,34
Trial 7,24.11.2023,T3,R3,6,0,48
Trial 7,24.11.2023,T4,R1,6,2,44
Trial 7,24.11.2023,T4,R2,10,6,36
Trial 7,24.11.2023,T4,R3,12,4,54
Trial 7,24.11.2023,T5,R1,10,2,44
Trial 7,24.11.2023,T5,R2,8,0,36
Trial 7,24.11.2023,T5,R3,8,0,36
Trial 7,26.12.2023,T1,R1,36,10,52
Trial 7,26.12.2023,T1,R2,42,16,58
Trial 7,26.12.2023,T1,R3,42,14,60
Trial 7,26.12.2023,T2,R1,44,12,62
Trial 7,26.12.2023,T2,R2,42,16,58
Trial 7,26.12.2023,T2,R3,40,16,56
Trial 7,26.12.2023,T3,R1,40,18,52
Trial 7,26.12.2023,T3,R2,36,16,48
Trial 7,26.12.2023,T3,R3,38,14,64
Trial 7,26.12.2023,T4,R1,50,18,70
Trial 7,26.12.2023,T4,R2,42,18,58
Trial 7,26.12.2023,T4,R3,40,16,68
Trial 7,26.12.2023,T5,R1,42,14,52
Trial 7,26.12.2023,T5,R2,36,14,52
Trial 7,26.12.2023,T5,R3,38,16,56
Trial 7,27.10.2023,T1,R1,0,0,0
Trial 7,27.10.2023,T1,R2,0,0,0
Trial 7,27.10.2023,T1,R3,0,0,0
Trial 7,27.10.2023,T2,R1,0,0,0
Trial 7,27.10.2023,T2,R2,0,0,0
Trial 7,27.10.2023,T2,R3,0,0,10
Trial 7,27.10.2023,T3,R1,0,0,0
Trial 7,27.10.2023,T3,R2,0,0,0
Trial 7,27.10.2023,T3,R3,0,0,0
Trial 7,27.10.2023,T4,R1,0,0,0
Trial 7,27.10.2023,T4,R2,0,0,0
Trial 7,27.10.2023,T4,R3,0,0,0
Trial 7,27.10.2023,T5,R1,0,0,0
Trial 7,27.10.2023,T5,R2,0,0,0
Trial 7,27.10.2023,T5,R3,0,0,0
Trial 7,29.11.2023,T1,R1,8,4,44
Trial 7,29.11.2023,T1,R2,12,4,44
Trial 7,29.11.2023,T1,R3,8,4,46
Trial 7,29.11.2023,T2,R1,14,4,48
Trial 7,29.11.2023,T2,R2,12,6,44
Trial 7,29.11.2023,T2,R3,12,6,44
Trial 7,29.11.2023,T3,R1,8,4,42
Trial 7,29.11.2023,T3,R2,8,4,36
Trial 7,29.11.2023,T3,R3,10,4,50
Trial 7,29.11.2023,T4,R1,12,6,48
Trial 7,29.11.2023,T4,R2,14,8,46
Trial 7,29.11.2023,T4,R3,14,6,54
Trial 7,29.11.2023,T5,R1,10,4,44
Trial 7,29.11.2023,T5,R2,10,4,40
Trial 7,29.11.2023,T5,R3,8,4,44
Trial 7,29.12.2023,T1,R1,40,10,52
Trial 7,29.12.2023,T1,R2,46,18,58
Trial 7,29.12.2023,T1,R3,44,18,62
Trial 7,29.12.2023,T2,R1,46,14,64
Trial 7,29.12.2023,T2,R2,46,20,62
Trial 7,29.12.2023,T2,R3,40,16,54
Trial 7,29.12.2023,T3,R1,42,18,54
Trial 7,29.12.2023,T3,R2,38,18,48
Trial 7,29.12.2023,T3,R3,42,14,66
Trial 7,29.12.2023,T4,R1,98,36,132
Trial 7,29.12.2023,T5,R1,42,16,52
Trial 7,29.12.2023,T5,R2,38,16,54
Trial 7,29.12.2023,T5,R3,38,16,60
Trial 7,31.10.2023,T1,R1,0,0,10
Trial 7,31.10.2023,T1,R2,0,0,10
Trial 7,31.10.2023,T1,R3,0,0,10
Trial 7,31.10.2023,T2,R1,0,0,10
Trial 7,31.10.2023,T2,R2,0,0,10
Trial 7,31.10.2023,T2,R3,0,0,14
Trial 7,31.10.2023,T3,R1,0,0,10
Trial 7,31.10.2023,T3,R2,0,0,8
Trial 7,31.10.2023,T3,R3,0,0,12
Trial 7,31.10.2023,T4,R1,0,0,10
Trial 7,31.10.2023,T4,R2,0,0,10
Trial 7,31.10.2023,T4,R3,0,0,10
Trial 7,31.10.2023,T5,R1,0,0,10
Trial 7,31.10.2023,T5,R2,0,0,10
Trial 7,31.10.2023,T5,R3,0,0,10
Trial 7,7.11.2023,T2,R1,0,0,16
Trial 7,7.11.2023,T2,R2,0,0,16
Trial 7,7.11.2023,T2,R3,0,0,16
Trial 7,7.11.2023,T4,R2,0,0,14
Trial 7,7.11.2023,T4,R3,0,0,18
Trial 7,7.11.2023,T5,R2,0,0,16
Trial 8,02.01.2024,T1,R1,6,0,8
Trial 8,02.01.2024,T1,R2,8,0,6
Trial 8,02.01.2024,T1,R3,6,0,8
Trial 8,02.01.2024,T2,R1,6,0,6
Trial 8,02.01.2024,T2,R2,6,0,8
Trial 8,02.01.2024,T2,R3,6,0,6
Trial 8,02.01.2024,T3,R1,6,0,6
Trial 8,02.01.2024,T3,R2,6,0,6
Trial 8,02.01.2024,T3,R3,6,0,4
Trial 8,02.01.2024,T4,R1,6,0,10
Trial 8,02.01.2024,T4,R2,6,0,8
Trial 8,02.01.2024,T4,R3,10,0,4
Trial 8,02.01.2024,T5,R1,6,0,6
Trial 8,02.01.2024,T5,R2,6,0,6
Trial 8,02.01.2024,T5,R3,18,0,6
Trial 8,02.02.2024,T1,R1,18,0,8
Trial 8,02.02.2024,T1,R2,18,0,10
Trial 8,02.02.2024,T1,R3,12,0,8
Trial 8,02.02.2024,T2,R1,12,0,6
Trial 8,02.02.2024,T2,R2,10,0,10
Trial 8,02.02.2024,T2,R3,12,0,8
Trial 8,02.02.2024,T3,R1,10,0,6
Trial 8,02.02.2024,T3,R2,10,0,6
Trial 8,02.02.2024,T3,R3,10,0,8
Trial 8,02.02.2024,T4,R1,16,0,10
Trial 8,02.02.2024,T4,R2,20,0,10
Trial 8,02.02.2024,T4,R3,18,0,8
Trial 8,02.02.2024,T5,R1,10,0,8
Trial 8,02.02.2024,T5,R2,8,0,8
Trial 8,02.02.2024,T5,R3,12,0,8
Trial 8,05.01.2024,T1,R1,8,0,8
Trial 8,05.01.2024,T1,R2,10,0,8
Trial 8,05.01.2024,T1,R3,8,0,8
Trial 8,05.01.2024,T2,R1,8,0,6
Trial 8,05.01.2024,T2,R2,10,0,6
Trial 8,05.01.2024,T2,R3,6,0,8
Trial 8,05.01.2024,T3,R1,8,0,6
Trial 8,05.01.2024,T3,R2,8,0,6
Trial 8,05.01.2024,T3,R3,6,0,4
Trial 8,05.01.2024,T4,R1,10,0,8
Trial 8,05.01.2024,T4,R2,12,0,8
Trial 8,05.01.2024,T4,R3,12,0,8
Trial 8,05.01.2024,T5,R1,8,0,6
Trial 8,05.01.2024,T5,R2,8,0,6
Trial 8,05.01.2024,T5,R3,6,0,4
Trial 8,05.12.2023,T1,R1,0,0,0
Trial 8,05.12.2023,T1,R2,0,0,0
Trial 8,05.12.2023,T1,R3,0,0,0
Trial 8,05.12.2023,T2,R1,0,0,0
Trial 8,05.12.2023,T2,R2,0,0,0
Trial 8,05.12.2023,T2,R3,0,0,0
Trial 8,05.12.2023,T3,R1,0,0,0
Trial 8,05.12.2023,T3,R2,0,0,0
Trial 8,05.12.2023,T3,R3,0,0,0
Trial 8,05.12.2023,T4,R1,0,0,0
Trial 8,05.12.2023,T4,R2,0,0,0
Trial 8,05.12.2023,T4,R3,0,0,0
Trial 8,05.12.2023,T5,R1,0,0,0
Trial 8,05.12.2023,T5,R2,0,0,0
Trial 8,05.12.2023,T5,R3,0,0,0
Trial 8,06.02.2024,T1,R1,18,0,8
Trial 8,06.02.2024,T1,R2,18,0,10
Trial 8,06.02.2024,T1,R3,12,0,8
Trial 8,06.02.2024,T2,R1,12,0,6
Trial 8,06.02.2024,T2,R2,10,0,10
Trial 8,06.02.2024,T2,R3,12,0,8
Trial 8,06.02.2024,T3,R1,10,0,6
Trial 8,06.02.2024,T3,R2,10,0,6
Trial 8,06.02.2024,T3,R3,10,0,8
Trial 8,06.02.2024,T4,R1,16,0,10
Trial 8,06.02.2024,T4,R2,20,0,10
Trial 8,06.02.2024,T4,R3,18,0,8
Trial 8,06.02.2024,T5,R1,10,0,8
Trial 8,06.02.2024,T5,R2,8,0,8
Trial 8,06.02.2024,T5,R3,12,0,8
Trial 8,08.12.2023,T1,R1,0,0,0
Trial 8,08.12.2023,T1,R2,0,0,0
Trial 8,08.12.2023,T1,R3,0,0,0
Trial 8,08.12.2023,T2,R1,0,0,0
Trial 8,08.12.2023,T2,R2,0,0,0
Trial 8,08.12.2023,T2,R3,0,0,0
Trial 8,08.12.2023,T3,R1,0,0,0
Trial 8,08.12.2023,T3,R2,0,0,0
Trial 8,08.12.2023,T3,R3,0,0,0
Trial 8,08.12.2023,T4,R1,0,0,0
Trial 8,08.12.2023,T4,R2,0,0,0
Trial 8,08.12.2023,T4,R3,0,0,0
Trial 8,08.12.2023,T5,R1,0,0,0
Trial 8,08.12.2023,T5,R2,0,0,0
Trial 8,08.12.2023,T5,R3,0,0,0
Trial 8,09.01.2024,T1,R1,16,0,8
Trial 8,09.01.2024,T1,R2,16,0,8
Trial 8,09.01.2024,T1,R3,12,0,8
Trial 8,09.01.2024,T2,R1,10,0,6
Trial 8,09.01.2024,T2,R2,10,0,8
Trial 8,09.01.2024,T2,R3,6,0,8
Trial 8,09.01.2024,T3,R1,8,0,6
Trial 8,09.01.2024,T3,R2,8,0,6
Trial 8,09.01.2024,T3,R3,6,0,4
Trial 8,09.01.2024,T4,R1,16,0,8
Trial 8,09.01.2024,T4,R2,12,0,8
Trial 8,09.01.2024,T4,R3,12,0,8
Trial 8,09.01.2024,T5,R1,8,0,6
Trial 8,09.01.2024,T5,R2,8,0,6
Trial 8,09.01.2024,T5,R3,6,0,4
Trial 8,09.02.2024,T1,R1,18,0,8
Trial 8,09.02.2024,T1,R2,18,0,10
Trial 8,09.02.2024,T1,R3,12,0,8
Trial 8,09.02.2024,T2,R1,12,0,6
Trial 8,09.02.2024,T2,R2,10,0,10
Trial 8,09.02.2024,T2,R3,12,0,8
Trial 8,09.02.2024,T3,R1,10,0,6
Trial 8,09.02.2024,T3,R2,10,0,6
Trial 8,09.02.2024,T3,R3,10,0,8
Trial 8,09.02.2024,T4,R1,16,0,10
Trial 8,09.02.2024,T4,R2,20,0,10
Trial 8,09.02.2024,T4,R3,18,0,8
Trial 8,09.02.2024,T5,R1,10,0,8
Trial 8,09.02.2024,T5,R2,8,0,8
Trial 8,09.02.2024,T5,R3,12,0,8
Trial 8,12.01.2024,T1,R1,18,0,8
Trial 8,12.01.2024,T1,R2,18,0,8
Trial 8,12.01.2024,T1,R3,12,0,8
Trial 8,12.01.2024,T2,R1,12,0,6
Trial 8,12.01.2024,T2,R2,10,0,8
Trial 8,12.01.2024,T2,R3,6,0,8
Trial 8,12.01.2024,T3,R1,8,0,6
Trial 8,12.01.2024,T3,R2,10,0,6
Trial 8,12.01.2024,T3,R3,6,0,6
Trial 8,12.01.2024,T4,R1,16,0,8
Trial 8,12.01.2024,T4,R2,18,0,8
Trial 8,12.01.2024,T4,R3,14,0,6
Trial 8,12.01.2024,T5,R1,8,0,8
Trial 8,12.01.2024,T5,R2,8,0,6
Trial 8,12.01.2024,T5,R3,8,0,4
Trial 8,12.12.2023,T1,R1,0,0,0
Trial 8,12.12.2023,T1,R2,0,0,0
Trial 8,12.12.2023,T1,R3,0,0,0
Trial 8,12.12.2023,T2,R1,0,0,0
Trial 8,12.12.2023,T2,R2,0,0,0
Trial 8,12.12.2023,T2,R3,0,0,0
Trial 8,12.12.2023,T3,R1,0,0,0
Trial 8,12.12.2023,T3,R2,0,0,0
Trial 8,12.12.2023,T3,R3,0,0,0
Trial 8,12.12.2023,T4,R1,0,0,0
Trial 8,12.12.2023,T4,R2,0,0,0
Trial 8,12.12.2023,T4,R3,0,0,0
Trial 8,12.12.2023,T5,R1,0,0,0
Trial 8,12.12.2023,T5,R2,0,0,0
Trial 8,12.12.2023,T5,R3,0,0,0
Trial 8,13.02.2024,T1,R1,18,0,8
Trial 8,13.02.2024,T1,R2,18,0,10
Trial 8,13.02.2024,T1,R3,12,0,8
Trial 8,13.02.2024,T2,R1,12,0,6
Trial 8,13.02.2024,T2,R2,10,0,10
Trial 8,13.02.2024,T2,R3,10,0,8
Trial 8,13.02.2024,T3,R1,10,0,6
Trial 8,13.02.2024,T3,R2,10,0,6
Trial 8,13.02.2024,T3,R3,8,0,6
Trial 8,13.02.2024,T4,R1,16,0,10
Trial 8,13.02.2024,T4,R2,20,0,10
Trial 8,13.02.2024,T4,R3,18,0,8
Trial 8,13.02.2024,T5,R1,10,0,8
Trial 8,13.02.2024,T5,R2,8,0,8
Trial 8,13.02.2024,T5,R3,12,0,8
Trial 8,15.12.2023,T1,R1,0,0,0
Trial 8,15.12.2023,T1,R2,0,0,0
Trial 8,15.12.2023,T1,R3,0,0,0
Trial 8,15.12.2023,T2,R1,0,0,0
Trial 8,15.12.2023,T2,R2,0,0,0
Trial 8,15.12.2023,T2,R3,0,0,0
Trial 8,15.12.2023,T3,R1,0,0,0
Trial 8,15.12.2023,T3,R2,0,0,0
Trial 8,15.12.2023,T3,R3,0,0,0
Trial 8,15.12.2023,T4,R1,0,0,0
Trial 8,15.12.2023,T4,R2,0,0,0
Trial 8,15.12.2023,T4,R3,0,0,0
Trial 8,15.12.2023,T5,R1,0,0,0
Trial 8,15.12.2023,T5,R2,0,0,0
Trial 8,15.12.2023,T5,R3,0,0,0
Trial 8,16.01.2024,T1,R1,18,0,8
Trial 8,16.01.2024,T1,R2,26,0,8
Trial 8,16.01.2024,T1,R3,12,0,8
Trial 8,16.01.2024,T2,R1,12,0,6
Trial 8,16.01.2024,T2,R2,10,0,8
Trial 8,16.01.2024,T2,R3,8,0,8
Trial 8,16.01.2024,T3,R1,8,0,6
Trial 8,16.01.2024,T3,R2,10,0,6
Trial 8,16.01.2024,T3,R3,6,0,4
Trial 8,16.01.2024,T4,R1,16,0,8
Trial 8,16.01.2024,T4,R2,18,0,8
Trial 8,16.01.2024,T4,R3,18,0,8
Trial 8,16.01.2024,T5,R1,8,0,6
Trial 8,16.01.2024,T5,R2,8,0,8
Trial 8,16.01.2024,T5,R3,8,0,6
Trial 8,16.02.2024,T1,R1,18,0,8
Trial 8,16.02.2024,T1,R2,18,0,10
Trial 8,16.02.2024,T1,R3,12,0,8
Trial 8,16.02.2024,T2,R1,12,0,6
Trial 8,16.02.2024,T2,R2,10,0,10
Trial 8,16.02.2024,T2,R3,10,0,8
Trial 8,16.02.2024,T3,R1,10,0,6
Trial 8,16.02.2024,T3,R2,10,0,6
Trial 8,16.02.2024,T3,R3,8,0,6
Trial 8,16.02.2024,T4,R1,16,0,10
Trial 8,16.02.2024,T4,R2,20,0,10
Trial 8,16.02.2024,T4,R3,18,0,8
Trial 8,16.02.2024,T5,R1,10,0,8
Trial 8,16.02.2024,T5,R2,8,0,8
Trial 8,16.02.2024,T5,R3,12,0,8
Trial 8,19.01.2024,T1,R1,18,0,8
Trial 8,19.01.2024,T1,R2,18,0,10
Trial 8,19.01.2024,T1,R3,12,0,8
Trial 8,19.01.2024,T2,R1,12,0,6
Trial 8,19.01.2024,T2,R2,10,0,10
Trial 8,19.01.2024,T2,R3,8,0,8
Trial 8,19.01.2024,T3,R1,8,0,6
Trial 8,19.01.2024,T3,R2,10,0,6
Trial 8,19.01.2024,T3,R3,6,0,6
Trial 8,19.01.2024,T4,R1,16,0,10
Trial 8,19.01.2024,T4,R2,18,0,10
Trial 8,19.01.2024,T4,R3,18,0,8
Trial 8,19.01.2024,T5,R1,8,0,8
Trial 8,19.01.2024,T5,R2,8,0,8
Trial 8,19.01.2024,T5,R3,8,0,6
Trial 8,19.12.2023,T1,R1,0,0,0
Trial 8,19.12.2023,T1,R2,0,0,0
Trial 8,19.12.2023,T1,R3,0,0,0
Trial 8,19.12.2023,T2,R1,0,0,0
Trial 8,19.12.2023,T2,R2,0,0,0
Trial 8,19.12.2023,T2,R3,0,0,0
Trial 8,19.12.2023,T3,R1,0,0,0
Trial 8,19.12.2023,T3,R2,0,0,0
Trial 8,19.12.2023,T3,R3,0,0,0
Trial 8,19.12.2023,T4,R1,0,0,0
Trial 8,19.12.2023,T4,R2,0,0,0
Trial 8,19.12.2023,T4,R3,0,0,0
Trial 8,19.12.2023,T5,R1,0,0,0
Trial 8,19.12.2023,T5,R2,0,0,0
Trial 8,19.12.2023,T5,R3,0,0,0
Trial 8,20.02.2024,T1,R1,18,0,8
Trial 8,20.02.2024,T1,R2,18,0,10
Trial 8,20.02.2024,T1,R3,12,0,8
Trial 8,20.02.2024,T2,R1,12,0,6
Trial 8,20.02.2024,T2,R2,10,0,10
Trial 8,20.02.2024,T2,R3,10,0,8
Trial 8,20.02.2024,T3,R1,10,0,6
Trial 8,20.02.2024,T3,R2,10,0,6
Trial 8,20.02.2024,T3,R3,8,0,6
Trial 8,20.02.2024,T4,R1,16,0,10
Trial 8,20.02.2024,T4,R2,20,0,10
Trial 8,20.02.2024,T4,R3,18,0,8
Trial 8,20.02.2024,T5,R1,10,0,8
Trial 8,20.02.2024,T5,R2,8,0,8
Trial 8,20.02.2024,T5,R3,12,0,8
Trial 8,22.12.2023,T1,R1,6,0,8
Trial 8,22.12.2023,T1,R2,6,0,6
Trial 8,22.12.2023,T1,R3,6,0,6
Trial 8,22.12.2023,T2,R1,6,0,6
Trial 8,22.12.2023,T2,R2,8,0,6
Trial 8,22.12.2023,T2,R3,6,0,6
Trial 8,22.12.2023,T3,R1,6,0,6
Trial 8,22.12.2023,T3,R2,2,0,6
Trial 8,22.12.2023,T3,R3,4,0,4
Trial 8,22.12.2023,T4,R1,6,0,8
Trial 8,22.12.2023,T4,R2,6,0,6
Trial 8,22.12.2023,T4,R3,6,0,8
Trial 8,22.12.2023,T5,R1,4,0,6
Trial 8,22.12.2023,T5,R2,4,0,6
Trial 8,22.12.2023,T5,R3,4,0,4
Trial 8,23.01.2024,T1,R1,18,0,8
Trial 8,23.01.2024,T1,R2,18,0,10
Trial 8,23.01.2024,T1,R3,12,0,8
Trial 8,23.01.2024,T2,R1,12,0,6
Trial 8,23.01.2024,T2,R2,10,0,10
Trial 8,23.01.2024,T2,R3,8,0,8
Trial 8,23.01.2024,T3,R1,8,0,6
Trial 8,23.01.2024,T3,R2,10,0,6
Trial 8,23.01.2024,T3,R3,6,0,6
Trial 8,23.01.2024,T4,R1,16,0,10
Trial 8,23.01.2024,T4,R2,18,0,10
Trial 8,23.01.2024,T4,R3,18,0,8
Trial 8,23.01.2024,T5,R1,8,0,8
Trial 8,23.01.2024,T5,R2,8,0,8
Trial 8,23.01.2024,T5,R3,8,0,6
Trial 8,26.12.2023,T1,R1,6,0,8
Trial 8,26.12.2023,T1,R2,8,0,6
Trial 8,26.12.2023,T1,R3,6,0,6
Trial 8,26.12.2023,T2,R1,6,0,6
Trial 8,26.12.2023,T2,R2,8,0,6
Trial 8,26.12.2023,T2,R3,6,0,6
Trial 8,26.12.2023,T3,R1,6,0,6
Trial 8,26.12.2023,T3,R2,4,0,6
Trial 8,26.12.2023,T3,R3,6,0,4
Trial 8,26.12.2023,T4,R1,6,0,8
Trial 8,26.12.2023,T4,R2,8,0,6
Trial 8,26.12.2023,T4,R3,6,0,8
Trial 8,26.12.2023,T5,R1,4,0,6
Trial 8,26.12.2023,T5,R2,6,0,6
Trial 8,26.12.2023,T5,R3,6,0,4
Trial 8,27.01.2024,T1,R1,18,0,8
Trial 8,27.01.2024,T1,R2,18,0,10
Trial 8,27.01.2024,T1,R3,12,0,8
Trial 8,27.01.2024,T2,R1,12,0,6
Trial 8,27.01.2024,T2,R2,10,0,10
Trial 8,27.01.2024,T2,R3,8,0,8
Trial 8,27.01.2024,T3,R1,8,0,6
Trial 8,27.01.2024,T3,R2,10,0,6
Trial 8,27.01.2024,T3,R3,8,0,6
Trial 8,27.01.2024,T4,R1,16,0,10
Trial 8,27.01.2024,T4,R2,18,0,10
Trial 8,27.01.2024,T4,R3,18,0,8
Trial 8,27.01.2024,T5,R1,8,0,8
Trial 8,27.01.2024,T5,R2,8,0,8
Trial 8,27.01.2024,T5,R3,10,0,6
Trial 8,29.12.2023,T1,R1,6,0,8
Trial 8,29.12.2023,T1,R2,10,0,8
Trial 8,29.12.2023,T1,R3,6,0,6
Trial 8,29.12.2023,T2,R1,6,0,6
Trial 8,29.12.2023,T2,R2,8,0,8
Trial 8,29.12.2023,T2,R3,6,0,6
Trial 8,29.12.2023,T3,R1,6,0,6
